user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address
292415,2015-06-03 05:02:23,2015-07-31 04:49:06,17,LAPJBVFKTNSKO,Ads,Chrome,M,20,2586755996.19293
35933,2015-05-05 03:20:14,2015-07-07 12:21:33,16,PAMCYZRIHFHMV,Direct,IE,M,31,3403007903.3562
31115,2015-08-13 19:05:07,2015-11-21 04:54:18,49,GNHRPXUQVIZQJ,SEO,Safari,M,27,294290595.08391404
61301,2015-04-27 16:45:17,2015-06-14 06:19:20,15,KHUDHNZUZADEG,Ads,Safari,F,32,1700802583.48134
33016,2015-08-07 15:21:04,2015-10-12 14:51:55,21,ESUTXZLCZCTXZ,Ads,IE,F,28,1351475011.2969599
79950,2015-03-30 22:14:04,2015-04-02 12:03:25,53,THMGKKVSCSVTQ,Direct,Chrome,M,23,2625376739.17631
25082,2015-02-19 05:48:24,2015-03-30 00:27:13,48,VFSZJTHFKPQGB,SEO,FireFox,M,43,1939594235.0002801
166201,2015-02-21 07:55:46,2015-04-01 18:25:59,78,BZREZZLIICYKY,SEO,Opera,M,30,2314732221.9537697
12664,2015-07-24 00:44:42,2015-07-25 06:38:19,28,LQJTMYCTSLYCF,Ads,IE,M,19,1164083642.4005196
50244,2015-03-27 13:50:09,2015-05-23 22:18:59,34,SBCSHJCLFAQUP,Ads,Chrome,F,29,811965291.3179411
99199,2015-05-22 20:38:16,2015-05-31 06:59:03,37,RVEIJBLGZXOST,Ads,IE,M,36,557664911.0848
154820,2015-06-12 15:39:42,2015-07-15 06:03:53,66,EDHLHSMJWLOEF,SEO,Chrome,F,44,520768274.104189
232216,2015-07-27 04:41:27,2015-10-12 19:10:20,34,NECLIDHMCWECF,SEO,IE,F,29,710467663.776947
47041,2015-01-03 22:55:26,2015-01-03 22:55:27,27,JEKETKGGFZLIQ,Direct,Chrome,M,18,2085382798.0442
96985,2015-03-31 18:43:27,2015-06-08 15:06:00,47,JBNMDDJBIDUOY,Direct,Safari,F,22,306853003.86247903
390216,2015-01-19 07:31:40,2015-02-12 12:57:42,43,AMJUGRDKVYQVV,Ads,FireFox,F,35,2082433492.1376605
113709,2015-07-20 08:13:49,2015-09-01 10:22:05,37,BTCIVQTVLDUWS,Direct,IE,M,27,2186596344.97319
124421,2015-07-13 13:39:31,2015-10-26 16:21:44,20,PHKIGCGJNNLKB,SEO,IE,M,20,3028076917.58039
86939,2015-07-06 00:33:27,2015-08-29 04:25:49,37,XJIFUJMEHWXZT,SEO,Chrome,M,41,3122170313.64634
36844,2015-06-22 10:44:51,2015-10-18 13:09:59,38,PIVAPUFFKHXEB,SEO,FireFox,M,34,488686795.766528
161694,2015-07-27 12:36:16,2015-08-12 06:32:28,39,RAIVBFTXURLMH,SEO,Chrome,F,46,2544089370.81277
247790,2015-06-07 12:44:31,2015-09-10 20:25:44,59,VQYZKTZORAQEY,SEO,FireFox,F,26,4172953472.7843103
142138,2015-06-12 22:14:33,2015-07-10 07:06:45,37,ZFIQQQFICGVYI,Direct,Chrome,M,28,2339378519.86246
246491,2015-04-18 15:28:02,2015-06-01 02:34:07,23,CEOOLICXMCPZJ,SEO,Chrome,F,25,698951889.925825
288370,2015-03-17 12:22:14,2015-04-20 17:16:23,48,EYJYSCACEQSGM,Direct,Opera,F,29,266157095.74127
83700,2015-06-17 03:49:31,2015-06-21 04:20:43,27,DFCQYQUOAUMAF,SEO,Safari,F,38,3546387237.13619
137838,2015-05-18 01:34:11,2015-08-08 13:24:05,25,REIUINFDPJQZE,Ads,IE,F,32,3770440912.06499
223580,2015-05-22 20:38:47,2015-06-28 16:53:33,29,FKCQADZASVIJB,Ads,Safari,F,33,1243410531.71524
380453,2015-02-06 21:25:56,2015-04-27 05:58:25,24,RRXKQTQFWGUCH,SEO,Chrome,M,32,58667586.9484518
83511,2015-03-28 20:57:41,2015-05-17 16:42:30,42,VNWNRFVOJTDDP,Direct,IE,M,32,4175182850.54205
367715,2015-04-16 01:22:12,2015-07-17 07:25:55,30,JVINQYTPKSCIN,Ads,Chrome,M,36,3660651625.99815
253804,2015-03-14 02:34:10,2015-04-26 08:49:20,46,RMLFMOLTHTEOG,SEO,Chrome,F,43,3936858251.98949
68293,2015-01-19 23:53:06,2015-03-21 20:54:06,25,FKCHAQKBAXVLR,Ads,FireFox,F,22,248251514.32053903
69341,2015-05-12 22:07:06,2015-05-15 07:54:27,21,QJZOUXODPCESV,Ads,Safari,M,42,2864961149.42314
2738,2015-08-04 04:46:18,2015-10-14 05:04:00,14,JJOHWDIWQIXKE,Direct,Safari,M,25,1585959992.52926
383335,2015-05-06 16:18:11,2015-08-13 21:21:32,24,FVWPUEKJKGMDK,Ads,FireFox,M,24,2244032661.58898
70845,2015-07-01 10:26:27,2015-09-27 16:17:22,19,MZLGIOCOXIFJU,Ads,Safari,M,24,2323545661.21218
355803,2015-05-27 09:22:48,2015-06-23 06:37:20,42,FIACQZMYLTNBB,Direct,IE,M,31,261808649.832488
188176,2015-04-02 22:02:23,2015-07-28 10:01:01,29,QURUJVUGLPVFQ,SEO,Safari,M,37,1216933975.04939
186540,2015-03-14 17:55:58,2015-04-27 19:16:11,43,GMJCWAKBCLVDT,Ads,IE,F,40,2750109772.99299
140124,2015-06-01 01:23:46,2015-08-18 19:33:43,42,ATDCUKJYZOQGK,Ads,Chrome,M,19,1499440569.59015
73406,2015-02-26 12:57:58,2015-06-24 06:57:42,30,IHJMKDOIRQQHS,Direct,IE,F,37,269521419.443084
357529,2015-03-15 16:29:11,2015-04-13 20:05:57,75,DSOKHMUNCBHNV,SEO,Chrome,F,53,3994215557.08636
35992,2015-07-06 22:17:31,2015-08-29 02:49:17,30,BJDDXGDNYUNUJ,Ads,IE,F,27,25088290.6869439
120987,2015-06-15 20:58:09,2015-08-28 03:53:11,39,VCWRUQVDMUGJO,Ads,Chrome,M,55,4095699435.8655705
170118,2015-01-11 09:19:10,2015-01-23 02:05:18,79,YGWHNOTUEWUEY,Ads,Chrome,M,29,1835962226.0221696
396404,2015-08-09 22:09:46,2015-09-22 02:57:54,28,WNRVIQVUFZOLL,SEO,Safari,M,29,1518097843.34113
241447,2015-03-26 22:09:38,2015-05-10 13:32:02,21,WRIUWEFDGNVHA,SEO,IE,F,39,1680824552.0411599
311416,2015-06-07 23:04:20,2015-07-21 20:47:57,31,DMDAERLMXCNED,Direct,Chrome,M,26,866994115.686405
97811,2015-06-11 17:33:00,2015-08-03 07:13:59,48,DUNPYQCHLNLKH,Ads,Safari,F,39,2010035841.62518
375766,2015-06-21 14:25:22,2015-07-06 07:54:32,21,ROGPNNTFZVKWG,Ads,Chrome,M,24,684492432.013271
326565,2015-02-02 07:35:27,2015-03-02 01:11:20,43,BXLZLDWQCLMTY,Direct,Chrome,F,25,4156052827.4283795
93831,2015-07-29 12:49:13,2015-08-28 12:47:01,23,KMDRNNFHIFSJJ,SEO,IE,M,32,2005331639.75446
69633,2015-01-07 11:44:07,2015-01-07 11:44:08,42,HVGURMSMJNYBW,SEO,IE,F,33,2151952184.11386
290577,2015-01-25 20:01:49,2015-05-21 20:30:31,34,XGPYZHRGEEGXL,Ads,Chrome,M,31,3756942656.41009
133586,2015-06-01 00:46:55,2015-08-06 03:29:57,47,RAITTJIZZXAOL,Ads,Chrome,M,26,1137072572.0972
29856,2015-04-26 19:36:41,2015-05-03 16:10:22,26,ALJFMBIQMXFOJ,Ads,Safari,F,32,1696925924.0784
158218,2015-03-09 05:56:27,2015-06-30 22:24:10,18,YXBMNHCCWBDPO,SEO,FireFox,M,23,1155550646.68788
339788,2015-07-19 15:03:33,2015-10-01 12:49:46,65,WVNUAMRHMKZVL,Ads,Chrome,M,26,1138319078.24233
388826,2015-04-26 15:26:19,2015-06-12 02:45:49,35,SDTHDANEBFNSL,Ads,Chrome,M,42,723648010.21881
10791,2015-05-12 16:20:58,2015-08-19 04:16:38,26,TJCFLOBTJCWLR,Ads,Chrome,M,25,2863491022.46897
193061,2015-02-16 08:51:25,2015-06-03 00:49:29,38,EGZBUTZISAVWY,Ads,Chrome,M,40,1559215980.16703
331008,2015-04-01 07:30:48,2015-06-26 09:30:49,28,BYXWKXKHSQEHM,Direct,Chrome,M,22,3581276909.7112
330971,2015-01-25 23:24:02,2015-04-22 23:48:02,12,ZSPBDPKMVDLQN,SEO,Chrome,M,38,144014898.076199
303418,2015-07-10 17:09:10,2015-10-07 01:36:40,15,QDFIKXLYGZAPM,Ads,IE,M,25,365374000.581387
165424,2015-05-29 18:33:18,2015-09-02 07:44:53,25,GEKNHPYBDQSSQ,Ads,Chrome,M,41,2672036528.58147
260421,2015-01-01 13:08:12,2015-01-01 13:08:13,53,VHELGHTPMEGIX,Ads,FireFox,F,26,794361459.11781
395609,2015-07-13 09:42:47,2015-11-03 10:38:38,19,NDSBOVTWVFGHX,SEO,IE,M,33,2277284110.32429
128454,2015-08-01 23:50:34,2015-09-20 17:14:36,58,NOTQUEJKADYVA,Ads,FireFox,M,42,2579952518.72467
308875,2015-02-28 20:13:21,2015-05-18 09:49:04,9,LGGUNKCXEVZPZ,SEO,IE,F,48,621299317.284238
228440,2015-08-12 09:03:32,2015-09-16 20:53:01,81,YGSMQDVKIRHHU,Ads,IE,M,20,618073965.178292
79630,2015-07-31 22:42:48,2015-09-28 13:13:17,26,JZQREMCZPZSGL,Ads,FireFox,M,36,2750240749.88096
376561,2015-08-03 05:44:24,2015-08-07 09:59:44,13,BEXFTHMSAYWFZ,SEO,Chrome,M,30,2665319332.13189
125936,2015-05-23 09:48:12,2015-09-12 06:39:22,31,TGMPVZRACLYHD,Ads,FireFox,F,30,680767960.799842
228667,2015-05-31 19:39:11,2015-09-20 07:02:03,45,NINPAYYDMKSND,SEO,Chrome,M,33,3204862509.43651
398423,2015-02-28 00:22:20,2015-06-27 13:59:25,16,WVUMYEIHQWSSK,SEO,IE,M,36,1804450414.7447696
328237,2015-07-05 04:18:20,2015-09-29 06:46:03,43,OTIBLHFOPUPUM,Direct,Chrome,M,40,2893748050.43217
331039,2015-06-15 14:17:22,2015-09-26 11:57:28,26,NKYXXIJFUYRRJ,Ads,FireFox,M,32,1467942056.05429
332168,2015-07-04 09:52:06,2015-07-10 16:55:24,54,PYQQDAHIKJSNE,Ads,Opera,M,36,2081674270.2461696
7756,2015-03-16 21:25:46,2015-07-02 10:42:29,44,BXSMDXXLMDGOE,Ads,Safari,F,38,1353220441.87345
150923,2015-03-25 17:49:50,2015-07-16 20:41:56,17,YOODXTNDCJTVI,Direct,Safari,M,44,4193466758.15928
347753,2015-06-10 22:44:41,2015-07-25 06:23:04,51,XEFOIZJJDPNAD,SEO,IE,M,36,706057239.158181
19432,2015-06-26 17:37:47,2015-10-07 03:13:55,42,WTVNUBBQKZPML,SEO,Chrome,F,47,3137664751.50995
24256,2015-06-20 18:13:55,2015-08-06 03:19:27,10,DKPTUWVUZYYZP,Ads,Chrome,F,20,674991840.335483
213045,2015-07-01 04:13:25,2015-10-05 13:40:47,9,WMZGURZTHWPSV,Direct,Chrome,F,36,1841685595.53575
57111,2015-08-06 14:31:31,2015-11-06 11:24:53,10,QWRHMMKIXADHW,SEO,IE,F,23,144352261.950622
50009,2015-03-30 11:47:41,2015-04-11 18:36:33,30,UYMQPYNIXMYBQ,Ads,Safari,M,26,3830373189.99665
207440,2015-07-01 08:37:00,2015-07-22 19:36:44,49,ZOMGWIGDDJBID,SEO,Safari,F,35,3995215681.99549
256189,2015-01-05 03:58:10,2015-01-21 16:04:16,24,MSSJHXCIVULQO,Ads,IE,M,26,2895801565.38593
115453,2015-04-06 00:32:05,2015-07-23 04:58:27,27,EZEHWNQJNSRVC,Direct,Safari,M,28,3147325043.0250397
127228,2015-04-01 02:33:17,2015-04-17 02:22:24,19,SZVYOSFQZXMIZ,SEO,FireFox,M,20,663451677.266106
379937,2015-03-31 12:17:59,2015-04-15 19:58:12,23,SBEKUREZFZMSI,Ads,Chrome,M,27,409947093.21064
167923,2015-02-10 00:21:35,2015-02-12 10:25:18,30,FCPNGZSIWFDDW,Direct,FireFox,F,40,1605275411.22684
169602,2015-03-25 18:04:48,2015-06-25 02:52:45,36,LZYGRXGMSWGZQ,SEO,FireFox,F,33,643522460.10401
321541,2015-07-14 18:07:44,2015-07-21 08:27:30,37,ECCFSAVQSZPZE,Ads,IE,M,35,954710375.5948267
268211,2015-02-22 16:22:27,2015-03-18 19:50:35,32,NGBGUUSYELBWJ,Ads,Safari,M,36,915953498.7147572
377891,2015-06-20 14:47:51,2015-10-14 18:51:25,34,RWBAMAMXPLGHZ,Direct,FireFox,F,43,1867406012.5254
198068,2015-02-28 19:40:48,2015-05-23 10:05:01,42,LDDZQFTKKBRWA,Ads,FireFox,M,26,2890529824.20238
194066,2015-02-19 01:06:41,2015-02-24 10:06:18,14,KQAVYOUMKFDPI,SEO,IE,M,19,975047544.968498
163586,2015-04-19 14:15:11,2015-05-16 20:46:33,47,EXSBOOUBIGEKP,Ads,IE,F,40,3919796496.7369204
169639,2015-02-19 02:05:24,2015-05-15 03:29:37,37,FHSEUDAKRHWSJ,SEO,Chrome,M,40,3869891627.25055
291638,2015-03-18 02:34:22,2015-04-30 04:32:41,89,MTTHKKSKAIDWZ,Ads,Chrome,M,32,3505936036.7369
5647,2015-03-19 22:07:06,2015-05-14 19:31:09,67,KHTVFWEWCYRRP,Ads,IE,M,25,2915392160.6999397
127737,2015-07-19 14:41:26,2015-10-23 00:52:05,22,IEYFYCXXHGKMU,SEO,Chrome,F,59,1524995238.2347
205804,2015-02-03 13:29:10,2015-04-03 17:36:33,54,VIRJRYRPGRADZ,SEO,Chrome,F,28,844788015.764647
160617,2015-05-03 23:24:09,2015-07-22 02:09:52,58,PNOIMDYCVNTXY,Ads,IE,F,41,806806616.875422
291482,2015-07-31 07:44:18,2015-10-04 15:43:35,19,KMURGMXZBAIZA,Ads,Chrome,F,21,3752747288.1045694
283419,2015-07-11 14:25:12,2015-07-14 04:02:22,51,WUPJWJAMQTEMI,Ads,Safari,M,29,1907529264.6257105
152779,2015-05-16 14:09:06,2015-05-27 10:51:18,29,RYBLMKZDGYVHM,Ads,FireFox,F,35,2974647875.18254
392714,2015-07-18 22:37:17,2015-11-05 03:42:17,47,LTJPPIOAPVGLH,SEO,IE,F,18,2406970108.04331
34989,2015-05-13 14:45:10,2015-06-19 00:04:26,57,XWTGLFNCQWGUK,Ads,Safari,M,32,494149364.56202805
244362,2015-05-23 22:43:28,2015-07-09 03:03:48,21,DMUJGXIQVESAZ,Ads,IE,M,26,2454060345.40489
217584,2015-04-05 20:23:02,2015-06-08 06:52:01,21,XEYXQTFAFOIUK,Direct,IE,F,21,2307217841.4932604
3574,2015-05-26 01:22:44,2015-07-17 10:09:56,55,LBCECQVSPLUXR,Direct,Chrome,M,38,3685066728.8203897
306242,2015-03-12 00:49:47,2015-03-21 13:01:32,27,IDLMOHZJDKJMB,SEO,FireFox,F,29,3163487924.07967
284837,2015-04-18 22:27:37,2015-07-25 08:57:57,22,QAGUPDYOMMIMY,SEO,Chrome,M,39,115612503.433177
270013,2015-06-28 10:06:19,2015-10-18 04:07:06,62,VWHCMLJPMALTL,Ads,Safari,M,40,3266622895.5840397
34076,2015-01-06 03:03:13,2015-03-25 01:16:29,78,QRCAIITRXSDOA,Ads,Chrome,F,25,181475981.08943897
1493,2015-01-12 06:08:13,2015-01-12 06:08:14,66,FRHZPITUXINYK,Ads,Chrome,M,23,257566751.581419
63630,2015-01-23 01:15:09,2015-03-08 04:46:27,69,ERZEJAGLIDNPS,SEO,IE,M,34,174893458.766944
52090,2015-01-22 07:22:07,2015-03-25 16:40:23,24,OJMPJRVDTRJOU,Ads,Opera,M,24,2587093519.60181
204471,2015-07-22 01:20:26,2015-11-01 15:56:28,53,QLHEUOCMHERXW,SEO,FireFox,M,39,590544325.179755
240743,2015-05-29 04:36:38,2015-07-19 15:02:32,41,YQIKBCMRZJRJI,Direct,FireFox,M,33,3734069504.2922397
142187,2015-03-20 17:53:01,2015-05-22 23:48:45,43,BTXJVYDOCFMJR,SEO,Chrome,M,23,1133193693.37385
144262,2015-02-14 07:14:54,2015-05-28 20:00:18,69,NVVMVJTVUSZHQ,SEO,Chrome,M,30,2329067104.73074
109401,2015-04-08 11:04:53,2015-04-22 05:03:50,44,UTVRWGKDEKYJX,Ads,Chrome,F,29,3465681809.11962
271614,2015-05-17 09:53:00,2015-06-20 13:30:37,10,KEWTSASWENUDA,Ads,FireFox,M,30,286055205.953687
33894,2015-03-13 06:45:47,2015-04-01 22:18:58,46,JOFBTKRYQKBGO,Ads,Chrome,M,41,3367350951.27097
20566,2015-01-19 00:21:01,2015-02-07 03:39:39,28,IBMXDIGJQAHLT,SEO,Safari,F,40,2195673046.89337
140338,2015-04-14 00:02:31,2015-07-13 12:00:15,24,VIVUUCJUVNPCD,SEO,Chrome,F,32,2318237480.53796
159762,2015-07-13 00:59:04,2015-10-11 21:16:24,23,EDBHTMGJMYOGR,SEO,Chrome,F,30,1315329749.4646802
221585,2015-01-08 09:55:11,2015-01-08 09:55:12,67,EQYVNEGOFLAWK,Ads,IE,M,38,1797069085.53522
267541,2015-02-23 01:42:20,2015-04-07 23:02:18,31,EUUSLCGHACGHH,SEO,Chrome,F,27,2309107763.10557
350957,2015-02-08 23:41:52,2015-02-22 18:18:09,36,PUPSHSWVGVMTD,Direct,FireFox,F,39,2268471348.29902
323695,2015-04-16 09:28:29,2015-05-16 16:59:58,28,IPXIHXLFXQYZQ,SEO,FireFox,F,23,598657769.309881
210725,2015-03-03 17:40:37,2015-03-30 19:42:58,73,ANQNNAEDKXPME,Direct,FireFox,M,35,368642494.031101
76639,2015-02-20 19:27:58,2015-05-07 04:00:59,46,CLCQSPNKZMGJP,Ads,Chrome,F,43,2812868313.23735
305089,2015-06-13 08:07:05,2015-08-13 05:00:22,13,UFKRYOUTTICMC,Ads,Chrome,M,38,2374162001.8256
144611,2015-04-25 22:31:27,2015-07-01 17:40:44,34,RJZCRWRJEUWAG,SEO,FireFox,M,32,1361931134.1134
166782,2015-01-25 19:17:36,2015-02-05 20:12:27,9,CASAUAYSHVMJX,SEO,Chrome,M,39,2117428282.3344104
295632,2015-01-27 07:34:07,2015-02-16 18:29:14,27,JCIWPHGUZCELR,SEO,Chrome,M,36,2363867953.87287
190390,2015-02-23 15:12:44,2015-05-22 19:27:58,34,HGCCNEGOWEWJO,SEO,FireFox,M,34,2111946126.86093
323250,2015-03-23 02:40:42,2015-03-31 02:55:12,48,WCXTBKGRZGLWI,SEO,Chrome,F,27,206607920.962552
303884,2015-01-02 08:30:11,2015-01-02 08:30:12,54,FSZXDSGBUKWWR,Ads,Chrome,M,41,1937446259.4603696
10024,2015-02-13 09:18:46,2015-04-02 20:52:17,72,OHZGQFAKLBWYD,Ads,Chrome,F,45,297378990.282643
168369,2015-07-24 10:22:19,2015-09-02 18:36:44,89,XQCJLWSICMNRO,Ads,Chrome,F,40,3576136959.23151
267787,2015-05-07 16:14:53,2015-07-24 11:06:50,50,IFWMWWIZNFNWC,SEO,IE,F,28,1458852655.96758
250309,2015-01-26 12:24:52,2015-04-25 21:01:21,31,QMVECZAFDMNGF,Ads,IE,F,31,3635695440.91704
351077,2015-04-06 16:27:32,2015-04-21 11:16:03,25,EYRPNRNQKZRXR,Direct,Safari,M,35,1107685130.10957
204634,2015-06-06 22:27:38,2015-06-24 18:15:44,13,YLBPNVLBKINTM,Ads,Chrome,M,20,1681415870.22907
167547,2015-05-23 08:43:00,2015-06-26 16:33:46,33,KLLJPDILMVCKX,Direct,Safari,F,32,280395892.74804
141862,2015-07-22 15:24:46,2015-10-04 07:31:06,33,QXIUSDQHHZVFV,Ads,FireFox,M,43,3971839230.2638397
263751,2015-01-22 00:49:12,2015-01-23 22:32:54,12,XDMLDTKNOAPKD,SEO,Safari,F,28,478781480.384275
364928,2015-03-05 22:59:08,2015-04-05 17:26:30,29,HQWNQGDCGICJK,SEO,IE,M,31,3062174413.30522
348589,2015-06-06 19:30:29,2015-06-21 19:29:12,21,FEFPQCKBCPDNY,Ads,IE,F,46,535033458.979193
191747,2015-06-11 22:27:51,2015-08-27 22:07:54,83,RCRSCLYWPQXDB,Direct,Chrome,M,48,3322142906.34592
118885,2015-01-06 09:10:58,2015-02-14 11:33:09,21,JXMBQTSLNQPOF,SEO,FireFox,M,23,4029238115.06135
308838,2015-07-12 01:58:39,2015-09-26 22:26:19,52,LPVDVRJGWBIKI,SEO,Chrome,M,19,3397102809.83141
87967,2015-06-09 10:11:40,2015-06-09 23:13:18,50,TQWIREKCBUAWK,SEO,Chrome,M,36,847847038.6475071
392644,2015-02-12 03:37:51,2015-03-13 05:50:15,24,HTXTLBUIDPOLQ,Ads,Opera,M,33,2858936482.90297
165508,2015-01-07 09:35:03,2015-01-07 09:35:04,62,QFPEMWLBJWOVS,SEO,Chrome,M,35,1323855318.8048198
85767,2015-01-11 05:24:03,2015-04-15 09:39:59,45,NLPFMXDFCYOHY,SEO,Safari,F,39,1168314913.19137
80884,2015-01-05 20:33:00,2015-03-28 03:56:30,43,HHRDVZXIVQSVZ,SEO,Safari,M,29,2188026725.46501
129196,2015-02-27 23:18:39,2015-06-13 05:12:23,47,NYSQNTYJQEBFV,Ads,IE,F,32,3129507176.64007
53925,2015-07-18 18:30:03,2015-08-22 13:52:13,25,IJKIFBWEOUMNX,Ads,Safari,M,52,1383263365.01683
17587,2015-07-12 05:06:59,2015-10-14 16:44:02,44,VAGBKINTWXWMA,Direct,IE,M,24,2371083491.52285
260238,2015-04-01 06:27:29,2015-04-16 13:08:43,74,VSPXCGWQWQMSC,Ads,Chrome,M,36,1205020414.97315
99735,2015-08-05 09:23:47,2015-11-20 12:46:58,55,XPGTQKFHHEFWI,SEO,IE,F,38,3658123587.79145
322424,2015-08-01 18:29:36,2015-08-08 08:52:35,47,SSTYAYSODUGBK,Ads,Chrome,M,36,579830839.607358
291937,2015-02-22 19:45:17,2015-04-07 10:48:12,40,VJNRIJNDHNXEB,Ads,Chrome,F,29,405572961.586663
270398,2015-04-26 19:05:48,2015-05-14 11:12:01,49,JVIOUEHJZRUNL,SEO,IE,F,39,847260884.602147
125558,2015-02-07 21:32:07,2015-04-19 02:46:42,20,ZRKHTZNSMKBSS,Direct,Chrome,F,39,1106712815.48221
98639,2015-04-05 15:38:29,2015-07-02 04:09:30,15,CHCSNHUIBHMPF,SEO,IE,F,18,1911789188.77257
204318,2015-07-26 06:55:17,2015-10-07 17:05:48,51,YDHKGMXHVYWUA,SEO,FireFox,F,38,2396105213.14496
76135,2015-05-18 03:17:53,2015-07-02 15:45:07,39,FZUCAFIRNDVFA,Ads,FireFox,M,40,2122255599.2224605
242506,2015-07-12 18:18:09,2015-11-07 15:36:29,49,VXEDDLYJBTYCJ,Ads,IE,F,33,3482622280.02284
112015,2015-06-12 03:03:12,2015-10-08 04:41:51,57,PWZTTLUOJBQZN,SEO,IE,M,41,3151112105.6431108
28556,2015-05-02 10:51:27,2015-05-10 04:11:43,23,LJSGIOWWORHEB,SEO,Chrome,M,40,1780280198.3480198
114973,2015-01-31 00:15:14,2015-03-20 11:03:21,23,NQGAVEVKBNGEM,SEO,Chrome,M,25,3889836189.7922297
222868,2015-05-03 12:13:36,2015-07-09 14:56:33,16,ZFBVFAGZHIAKM,SEO,Chrome,M,18,1645693085.90705
237159,2015-06-06 12:04:40,2015-07-26 05:11:18,30,LAXWQDFATNWKQ,Direct,FireFox,F,30,445046555.914564
250557,2015-08-02 00:02:27,2015-10-06 02:20:59,42,QYZYDHFVHXEIE,Ads,Chrome,M,27,2742520531.0397897
327944,2015-05-13 05:15:26,2015-07-30 10:31:24,25,TJRXOXJANZXML,Ads,Safari,F,50,2980522295.67325
351813,2015-06-03 14:52:07,2015-07-30 10:08:03,53,OGXWGBCGVQLJA,Ads,Chrome,F,23,2844183680.96215
372286,2015-05-16 02:45:49,2015-07-25 05:00:11,43,VHZUOYSDOJSWF,Ads,IE,M,31,3278327984.4334
201014,2015-06-03 21:17:42,2015-07-29 00:29:16,45,VIZDKTMCPLWFW,Ads,Chrome,F,28,537455549.86359
151180,2015-02-09 03:17:49,2015-05-22 08:03:28,46,IEZOXDYGEFJZF,Ads,FireFox,F,35,706810708.801433
367449,2015-02-21 10:08:31,2015-05-01 10:14:40,11,QWGVAODDWSWRE,Ads,IE,M,41,3978628118.08185
140793,2015-05-21 18:03:07,2015-08-10 06:50:29,68,RXEBFFVACGCXM,Direct,IE,M,36,434966340.269298
272179,2015-01-29 21:26:31,2015-05-02 22:07:40,9,RJOZNGYUBPUHG,Direct,Chrome,F,44,829743103.6552732
155325,2015-06-07 18:38:27,2015-07-23 21:21:22,24,CAIKSQJMJQGZR,Ads,IE,M,46,4170195379.54245
259089,2015-03-14 14:27:00,2015-03-26 18:12:47,38,OVCMJNDQFWEEF,Ads,IE,F,39,2542278057.11859
70668,2015-05-20 14:57:48,2015-07-12 00:34:55,21,QGBCKCQMXZDYQ,Ads,FireFox,M,33,3753451351.5326295
325310,2015-04-04 10:56:31,2015-05-08 20:21:19,45,GORFZVNDYVBSA,SEO,Opera,M,23,2479408159.55192
68488,2015-08-13 10:28:50,2015-10-06 11:10:23,37,UHGXBRNWQMUJF,SEO,IE,F,26,3994552667.5545397
347845,2015-04-16 21:50:25,2015-06-20 01:20:14,40,KRGOYCWFOQVJV,Direct,IE,F,37,29681253.833056606
63962,2015-04-12 01:02:31,2015-07-16 04:08:26,63,WCALWABKBCEAP,SEO,Safari,M,40,3487626011.37329
270314,2015-05-11 07:31:23,2015-06-17 21:59:03,45,ATWQGRTSBKCDR,Ads,FireFox,M,35,603796178.586145
26215,2015-03-31 22:49:03,2015-05-17 21:27:28,16,QUWFWNZRMNSYU,Direct,IE,F,31,4226294439.92135
43635,2015-02-24 22:30:11,2015-04-05 07:46:20,45,YYRAQATYJGYWV,SEO,Safari,F,22,4088168090.8457203
211003,2015-03-19 12:12:20,2015-04-10 08:27:14,58,ISEMYCRJLVMPQ,SEO,Chrome,F,38,739661320.498687
280155,2015-04-16 00:21:19,2015-06-24 05:51:30,31,VKVNDOFIHKCBM,Ads,Chrome,M,31,1037034718.48322
189337,2015-01-16 04:57:26,2015-01-19 11:54:51,24,ACMPTBUJXIMVZ,SEO,Chrome,F,44,69263244.5551827
102635,2015-05-05 08:19:49,2015-05-20 10:04:01,37,IEHZTCYCYPDLX,Ads,FireFox,F,39,3951411606.9501705
18090,2015-07-08 18:39:10,2015-10-27 20:28:40,30,OMOILCJPYNMZO,Ads,Chrome,F,28,1078385382.12718
145423,2015-04-28 21:01:53,2015-07-20 00:08:55,85,SCBILPTCVXHQJ,SEO,Chrome,F,35,710648057.926524
379366,2015-05-19 02:10:48,2015-07-11 11:43:25,19,QPUDVXTXAQGCX,SEO,FireFox,F,28,3837179091.8019295
44394,2015-03-24 10:56:45,2015-05-13 10:42:28,33,XNWNIOPRBBWDX,Ads,Chrome,M,50,2535879409.22404
383948,2015-03-21 02:37:16,2015-07-06 02:19:27,35,ZFLZXLIGDEIIX,SEO,Chrome,M,21,3589147560.47312
156971,2015-03-25 21:01:13,2015-05-09 23:46:54,50,PMELDIOCKBMBJ,SEO,FireFox,F,45,1033034602.9688301
228300,2015-07-26 01:42:02,2015-09-19 14:47:25,51,DKHTTQTWXBQDH,Direct,FireFox,M,18,135013406.632261
187410,2015-03-07 10:44:47,2015-04-18 16:10:14,12,AHADFZUADWMCQ,SEO,FireFox,M,24,1012574920.24544
223754,2015-01-16 21:35:48,2015-03-17 15:27:52,47,ZKTOIWMNSZEAK,Direct,FireFox,M,19,2312193134.7894397
138213,2015-01-06 02:27:54,2015-01-06 02:27:55,23,FNAJCWDFDGPES,SEO,Safari,M,36,1794853260.83361
