,user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address
57629,82179,2015-01-09 10:28:14,2015-01-09 10:28:15,56,BQECBEJESPBUF,SEO,IE,M,47,1096101159.82147
27859,57553,2015-08-07 03:54:29,2015-12-03 05:05:28,64,OHKHFSQQHXXKI,SEO,Chrome,F,45,3214000372.77003
125576,163306,2015-07-16 13:17:36,2015-10-30 20:57:53,58,GKJKJYGGEDTCE,SEO,FireFox,M,38,2856345966.8822
79493,369413,2015-04-27 11:29:50,2015-06-06 18:09:40,99,ULWCQLPYLMRZI,SEO,Chrome,M,24,350339750.754842
63471,28452,2015-06-30 09:19:21,2015-07-08 01:32:27,19,ACQJZQLKFEFKK,Ads,Chrome,M,31,2055706861.3245301
131606,33761,2015-08-06 06:44:27,2015-08-12 05:01:23,26,QGEBLGXYNRWOD,Ads,Chrome,M,41,3910681398.92085
102837,95627,2015-07-13 18:41:50,2015-10-03 10:19:04,35,BRYLOPXIVECML,SEO,Chrome,F,20,2618598901.36937
47910,63200,2015-01-26 14:44:56,2015-03-24 03:46:04,54,EAHGDWYNLKSXP,SEO,Chrome,M,32,2701338860.86224
135278,344359,2015-02-03 16:30:23,2015-05-20 02:20:32,61,UXLWKSNSLHVLG,SEO,Safari,M,39,601109081.406451
38591,304157,2015-03-27 09:53:32,2015-04-01 20:49:12,33,XFIPWXFZRZZIT,Ads,Chrome,F,33,1424809930.92407
35229,114039,2015-05-02 03:29:52,2015-06-22 19:51:31,20,NYTRYIXPZYHNR,SEO,Safari,M,53,3843450879.84216
49019,312970,2015-05-26 20:43:02,2015-09-13 04:44:53,34,ZDJNZXWOPCGNR,Ads,Chrome,M,23,1268761306.1782901
60522,97013,2015-04-07 17:50:16,2015-07-30 00:42:44,36,CQOAXJPNORDVY,Ads,FireFox,M,32,4107182399.2123795
123049,192901,2015-03-20 17:09:34,2015-04-01 22:33:53,41,HOIDNTMQGMDWF,SEO,Chrome,M,27,1632083712.45025
8810,116092,2015-05-13 12:53:23,2015-08-29 14:56:24,60,WLCUGPIIRWPHS,Direct,Chrome,F,26,447497024.545849
81470,222607,2015-07-14 23:15:03,2015-09-11 19:17:42,23,MLMKUEGUCXZYM,SEO,FireFox,M,18,3930185414.2036295
97232,351729,2015-08-14 15:24:28,2015-11-30 03:23:40,51,ZEOJLVJOSSKNL,SEO,Safari,M,37,354428243.91349304
125741,289455,2015-08-15 19:11:09,2015-12-08 02:30:08,30,OACEYGTAVBAUX,SEO,Chrome,F,32,2548489501.92365
99174,17726,2015-02-06 07:25:41,2015-02-18 21:35:10,94,IZCPFNEPLEAWQ,SEO,IE,M,35,142589679.692399
126046,374161,2015-01-08 14:56:55,2015-01-08 14:56:56,23,NVLLSOGNSRPPU,SEO,FireFox,M,48,1330592858.8661199
29290,133079,2015-07-03 03:42:14,2015-09-20 20:10:36,46,LJMHYAFNXGDUO,SEO,Chrome,M,29,2017248652.5577106
92581,270280,2015-03-07 02:27:13,2015-06-17 01:00:22,40,QSABLRFBNLAMV,Direct,FireFox,M,40,175707934.52699098
83089,295844,2015-04-06 21:13:54,2015-04-09 07:05:17,48,KRBWSIOKIHOYG,Ads,IE,M,23,211865352.828872
116440,191388,2015-08-10 19:23:09,2015-09-26 20:14:04,21,PCCUOWPBXUNLH,Ads,IE,F,18,2369647416.24684
118543,247496,2015-06-16 03:59:07,2015-06-16 21:22:03,32,KGYIFLQADHGHL,Ads,IE,M,26,2381811479.82481
119445,187448,2015-02-28 03:16:39,2015-06-15 09:03:36,58,JWJRSVOZDDHRY,Ads,FireFox,M,41,2880761127.8214602
111706,391910,2015-01-03 23:05:04,2015-01-03 23:05:05,21,NFPYOMEVIBAIU,Ads,Safari,M,54,2441563512.02296
31093,324057,2015-05-31 02:40:56,2015-06-25 05:31:08,20,JIVXMNTZKDMKC,Ads,Safari,F,53,2845853777.8444
30412,174108,2015-01-11 21:18:38,2015-03-22 07:10:37,33,ZIQCFJSZXIVUQ,Direct,IE,M,44,2415587190.04558
100145,199801,2015-04-17 15:15:52,2015-06-07 21:14:40,21,OUAAUEJANNYNR,SEO,Safari,M,40,4011214797.0379705
55396,130822,2015-05-07 00:55:23,2015-07-25 14:52:08,68,ZTPRXPYNPKQWQ,Direct,Safari,F,45,3385574872.68754
107584,299435,2015-07-07 11:09:53,2015-07-27 07:48:52,54,KIGWARADGRVXA,SEO,FireFox,M,23,3358364620.5014
122981,235124,2015-04-22 07:57:22,2015-05-17 15:31:25,48,YDQLZKSCMOFUC,Ads,Chrome,F,37,2414377614.3460608
12978,195875,2015-05-21 13:33:44,2015-05-24 15:06:32,35,QZUKKUXSCVPTR,Direct,Chrome,M,32,696306518.822605
24804,355165,2015-02-15 07:19:29,2015-05-18 02:31:17,20,YEDROKYQREHVZ,Ads,Chrome,F,37,4085567376.31715
60974,270874,2015-02-15 11:26:58,2015-06-12 03:03:59,26,RLTHRWRODGUIF,SEO,Safari,F,41,3320540433.6273
101999,382837,2015-02-20 09:48:50,2015-04-08 14:50:58,64,DHGGFLZFKAEWS,SEO,Safari,M,32,3905125775.73637
85618,301166,2015-05-30 11:53:25,2015-08-03 14:32:34,32,QSKSEOJWEYRWI,Direct,IE,M,28,633779699.562728
131342,397805,2015-06-01 13:14:47,2015-08-16 02:31:16,53,DJZPEKVUVPZSP,Direct,Chrome,M,29,105099145.856696
74299,204004,2015-06-15 16:48:32,2015-09-20 02:44:47,24,OYPCEOJSTYCDQ,Ads,FireFox,M,35,2891322104.92755
105148,74662,2015-04-09 14:58:12,2015-07-10 22:52:24,16,QCZJLVHITDJDN,SEO,Chrome,M,43,930686673.768939
33940,67139,2015-03-13 18:37:14,2015-03-24 05:11:06,30,FAIXQCZKGCHTO,Ads,Opera,M,36,4168507265.93214
107328,23000,2015-01-08 04:03:09,2015-04-17 01:32:18,21,YLDDOCJIVHEJV,Ads,IE,M,39,1941385998.4253
28613,389901,2015-06-26 23:29:22,2015-09-08 08:06:52,50,AARUOJNBTQEWS,Ads,Safari,F,33,2822365507.55785
120889,239778,2015-01-11 04:18:52,2015-01-11 04:18:53,21,YGGXHJOXVGPHP,SEO,IE,M,23,530414696.969813
116131,121518,2015-02-08 08:29:41,2015-03-30 11:20:24,27,HJFKEAASIOAEX,Direct,IE,F,54,3883362798.6819797
114456,152324,2015-01-02 15:47:59,2015-01-02 15:48:00,47,HFLELVHGLFBXQ,Direct,Chrome,F,31,1537339184.26314
133200,370974,2015-02-20 09:03:27,2015-04-18 17:32:37,63,KLZVEMCBLVVIS,Ads,Chrome,M,34,4127345756.27227
11893,378541,2015-07-25 14:19:26,2015-08-02 09:49:00,16,MLYSQFUIIPGCN,SEO,Chrome,F,31,4027089598.8847203
34731,20267,2015-07-23 02:00:24,2015-11-04 18:05:48,62,YLHMFVGTRZHJA,Ads,FireFox,M,26,4000069800.9952297
23076,10062,2015-05-27 15:21:53,2015-08-23 18:56:27,25,XJLDRSARDERAM,SEO,FireFox,F,38,1287362407.18076
6468,271508,2015-04-23 08:46:29,2015-06-02 04:39:55,11,VZYLZTWIFRIMM,SEO,FireFox,F,18,3045294345.31651
27227,354323,2015-02-25 22:46:56,2015-04-05 03:42:00,108,XHGJPMPKEZQFL,SEO,FireFox,M,20,394285359.868506
65429,231625,2015-03-15 22:05:41,2015-04-16 14:15:40,13,LFNOKJORLXRPL,SEO,IE,F,23,119951604.119858
14405,115760,2015-02-27 19:32:16,2015-06-19 12:42:14,52,CDUIKBPRKYWKG,Ads,Chrome,M,37,3750461133.85569
80848,284818,2015-03-13 00:13:33,2015-05-26 21:48:56,39,PJZZNRJBZOLEP,Ads,IE,M,31,1937645648.71356
4980,358331,2015-03-05 18:46:18,2015-04-01 21:26:11,70,WFDNTUOVHQBTO,Ads,Chrome,F,34,4050855913.40955
119742,324546,2015-03-20 18:14:40,2015-06-18 20:22:38,24,SCKPJABQWTPBP,Ads,Safari,M,23,3483901017.92404
66439,341602,2015-03-06 21:22:07,2015-06-12 18:44:46,20,QZCZXMSKATNJJ,SEO,Chrome,F,25,434154567.32159
142057,270918,2015-07-07 07:03:58,2015-07-25 03:36:53,42,QRRRXDXPVQSAF,SEO,IE,M,22,2044595705.76478
6166,287597,2015-02-07 10:56:11,2015-03-19 19:22:11,33,JZQJVASFTTQML,Direct,Chrome,M,37,117450460.839251
23125,54029,2015-02-03 12:44:38,2015-05-20 01:15:08,63,RETQTYJBBOHHQ,Ads,Safari,M,58,869352355.50678
125807,148434,2015-06-19 22:23:54,2015-06-22 15:57:18,36,KFWQZFMXPTKYB,Direct,Chrome,F,32,3905948805.15215
150733,201230,2015-04-02 15:54:13,2015-07-27 06:04:57,26,PDHFCPHFZJNHG,SEO,Safari,F,39,3245129034.80367
101117,35181,2015-04-22 23:56:51,2015-06-26 08:17:10,11,TZJGKQLFCIFGG,Ads,Safari,F,42,243177066.626606
113937,136598,2015-05-25 19:07:19,2015-05-31 06:54:59,35,JKQIAJGHRAKPE,Ads,Safari,M,38,4245478085.27791
102326,60967,2015-05-25 23:13:26,2015-08-09 11:08:52,36,TSMIRWUOWQNAY,SEO,IE,M,32,1813201296.28985
2955,5071,2015-02-05 19:43:03,2015-03-11 02:19:00,13,ECNCDXTTEEQTT,Ads,Chrome,F,33,2034521307.8116
1674,391918,2015-05-31 18:37:35,2015-07-24 22:50:46,12,OCXMDIGACOXEX,SEO,Chrome,F,29,1631069757.01231
11638,120301,2015-03-10 04:52:28,2015-05-03 07:14:37,40,UEQXCHHGLCCSI,SEO,Safari,M,35,206568727.144576
23402,169373,2015-05-02 03:36:22,2015-08-02 03:54:20,10,NQIWOQHNSMWBV,SEO,Chrome,M,21,3706944663.1341295
13019,224526,2015-03-24 22:33:13,2015-06-29 03:11:00,21,BKHLNPIRIIGGV,Direct,IE,F,22,2034407404.22187
2006,351615,2015-06-09 23:54:19,2015-07-18 05:51:56,60,MUMHRSZXCIRQK,Ads,FireFox,M,39,3810149054.2880397
27566,52093,2015-04-21 16:25:05,2015-05-20 10:10:45,9,HDEMGWQQKTQLR,Direct,Chrome,M,40,644602966.4732
32338,29860,2015-03-04 21:39:21,2015-06-22 09:33:17,11,TIPTJHXJQDMSU,SEO,Chrome,F,26,1025678701.5404401
99920,146723,2015-06-04 22:44:08,2015-07-31 21:50:22,17,MGKARQGMDIYCA,SEO,Chrome,M,33,3175879017.4361897
109865,70383,2015-03-27 14:48:02,2015-04-30 04:22:31,51,PBNQVYJURUIVG,Direct,Safari,F,41,1518426835.90605
47815,287158,2015-01-09 09:22:31,2015-01-09 09:22:32,40,VFCDOALISXNHX,Ads,Safari,M,30,3389698916.49774
16988,371403,2015-08-03 20:52:24,2015-11-16 01:46:15,83,LJAHKDYAONCWV,Ads,Chrome,M,46,2875636662.00136
101906,16413,2015-07-24 12:59:00,2015-11-08 16:58:13,23,IJWHIZJUMDRYL,Ads,Chrome,M,35,648502464.268116
5143,368300,2015-01-01 05:55:09,2015-01-01 05:55:10,33,WPOJUXVISXBQS,Ads,Chrome,M,32,2731235387.62152
37315,342525,2015-07-14 17:40:57,2015-09-06 14:58:17,26,ZGEIYMSNUNBXS,Ads,FireFox,M,36,2884575382.3807893
96384,108144,2015-03-10 12:41:52,2015-03-24 08:23:09,24,KYDQBRZCJAQCF,SEO,Safari,F,33,1828118975.19618
71713,63325,2015-06-20 01:45:07,2015-07-21 14:32:42,10,KXXUNBOBVTJNX,Direct,IE,F,44,2238512327.69146
146462,371831,2015-04-05 19:31:05,2015-05-02 16:01:54,37,EWIVSQGTUIHYM,SEO,Chrome,M,19,1216729456.1916802
89167,34732,2015-07-22 13:37:40,2015-07-22 23:59:28,50,NERLNUCVICUPW,SEO,Chrome,F,24,4174985024.8975897
2098,225786,2015-02-18 13:27:45,2015-05-19 19:56:24,28,TLGIWECHVDMID,SEO,IE,M,32,1803035368.03888
37521,201688,2015-07-31 08:57:32,2015-11-13 19:55:58,11,XFEHNRJZAPIYR,Ads,Chrome,M,25,2434301353.6761
82590,227099,2015-08-18 03:48:24,2015-08-19 20:01:22,19,TCZZXQPJSOKGZ,SEO,Safari,M,46,708538724.117901
50397,217320,2015-02-11 14:57:54,2015-04-15 02:00:06,13,KKBBQEOLVJCZQ,SEO,Chrome,M,47,448655478.28539294
110694,259666,2015-03-03 06:01:32,2015-04-17 22:15:03,12,CDNLTRHBQXVQF,Ads,Chrome,M,26,1021923599.8677
59520,395963,2015-07-07 05:25:44,2015-07-26 18:45:17,65,HPVQOUBBNNGPZ,Direct,Chrome,M,46,3323035742.32911
83087,28007,2015-06-13 03:41:06,2015-08-23 16:06:03,27,SBXKOUXUMTAGW,Direct,Safari,M,44,3670797845.4379
7707,226702,2015-02-17 00:20:40,2015-03-09 19:38:13,35,NTNPCHOGVMMON,SEO,IE,M,32,3243884271.32654
94635,294531,2015-08-09 06:21:04,2015-10-26 19:12:30,19,SYPSGPNETQBOY,Ads,Safari,M,36,4077252580.0510297
116017,123701,2015-06-25 10:15:11,2015-07-24 18:04:01,90,JJFUDDROKQRJZ,Ads,Chrome,M,23,3102195546.3848
47696,88050,2015-06-22 02:42:02,2015-08-20 16:52:35,36,OWIXLTADFIYZD,Direct,Chrome,M,40,1356303509.32036
147799,223338,2015-03-30 06:16:04,2015-05-19 23:49:40,30,AECSDTZSJDEHZ,SEO,Safari,M,29,3920205963.7008
512,390711,2015-08-12 12:06:44,2015-11-05 06:46:06,14,VVUQQIXROCSHA,Direct,IE,F,18,1064916679.65877
124080,373841,2015-05-17 08:22:50,2015-07-29 02:42:43,24,FYRRMXMEGNFJV,SEO,Safari,F,21,1202321754.88445
10305,25741,2015-01-02 18:41:36,2015-01-02 18:41:37,28,VPNTJMNSPINFE,Direct,Chrome,M,28,39439193.274987295
110811,326566,2015-06-11 19:00:34,2015-08-14 05:34:33,72,OJFNKASWPANFP,Ads,IE,M,24,1837121050.15818
73646,355811,2015-02-02 21:15:53,2015-02-12 03:21:31,24,AONJBHOLTFCWJ,Direct,IE,M,40,806808578.2971799
75225,284365,2015-07-12 12:41:52,2015-07-23 03:09:28,12,TQWTEIBGYFTIW,SEO,IE,F,44,3678125461.05191
135792,366528,2015-01-23 21:36:27,2015-01-30 05:10:02,43,NBQXLYMEOMGQO,Ads,Chrome,F,18,929934729.622352
2257,338062,2015-06-07 02:21:28,2015-06-28 14:03:09,33,GCFMEBNUXZSDP,SEO,Safari,M,27,3091252341.89052
62247,163843,2015-03-06 10:40:23,2015-03-20 17:04:00,20,DXJBMLONUWBEJ,Direct,Chrome,F,47,2370036644.2346
13001,254690,2015-03-26 01:13:37,2015-04-03 17:42:57,41,GEGUPRCGVYVND,Ads,IE,M,28,192149375.855598
16393,106602,2015-07-03 06:00:16,2015-07-07 09:56:05,54,TGLMEVCKGAPKU,SEO,IE,M,19,4192615828.0264
16708,379287,2015-08-16 10:08:02,2015-09-16 07:23:11,15,IKUXZHHGCFMHE,Ads,Chrome,M,30,187533505.536976
58856,361610,2015-08-06 01:38:08,2015-08-18 19:00:48,32,AJDWZCVEJDQTI,SEO,IE,M,36,3357306792.0858803
69624,157896,2015-06-28 12:28:24,2015-10-23 02:21:45,39,BMNCRXXLOOGGS,SEO,IE,F,33,675366251.120928
113827,387928,2015-01-01 18:52:42,2015-01-01 18:52:43,15,YSSKYOSJHPPLJ,SEO,Opera,M,53,2621473820.11095
31221,387864,2015-05-28 00:50:18,2015-09-19 23:48:35,10,MAJQOLNXZSZVE,Direct,Chrome,M,34,3544394050.8787704
62447,48325,2015-03-15 13:12:16,2015-07-13 00:04:37,66,VKBBMELHDZPZK,Ads,Chrome,M,41,3438995413.47935
134301,221178,2015-01-27 01:54:55,2015-03-12 18:12:18,24,QANUAULBEGZWC,Direct,Chrome,F,34,2582968957.4300604
107134,76529,2015-05-20 01:52:45,2015-07-08 11:08:30,34,YARPESFHYZZUP,Direct,Chrome,M,24,993203316.8636539
91412,103879,2015-05-29 02:18:45,2015-08-19 11:02:25,32,CZYMYVZRMXTZQ,SEO,IE,F,25,2538465529.8678
85269,98601,2015-07-14 02:12:10,2015-09-10 09:11:55,41,LISBFDTAORJLF,Ads,Chrome,F,39,2300036577.8668
114431,297710,2015-06-04 07:23:01,2015-08-27 10:55:42,18,AIZOPESONHFKM,Direct,IE,M,21,1599090734.22811
29223,258240,2015-06-10 14:36:13,2015-08-18 01:34:57,51,NABODYVFTPPFS,Ads,Safari,F,18,575446003.610902
107595,289000,2015-04-15 08:36:23,2015-07-20 15:53:47,64,AUUYYCLEJIFFI,Direct,Chrome,F,21,3059407906.97222
67146,308469,2015-03-27 02:45:09,2015-06-18 19:19:15,12,YIGNVJSZIAYRO,Direct,Chrome,M,36,2473125820.54121
52414,345223,2015-06-23 07:11:40,2015-08-06 23:42:13,31,KPCVFHCPBRQBN,Direct,Chrome,F,36,1596777508.5892599
21392,388316,2015-01-04 17:17:12,2015-01-30 04:52:08,16,LNOREUSYRUFKW,SEO,IE,M,27,3154775771.80549
11075,388408,2015-04-21 06:47:27,2015-06-03 03:59:55,36,NOFCXKDVTCYPE,Direct,FireFox,M,50,2955349108.13627
84787,398489,2015-03-21 17:17:36,2015-06-01 09:47:30,33,QXEERYSMMDFMB,Ads,Chrome,M,37,3679802283.60574
65023,165398,2015-03-17 16:08:47,2015-04-07 03:46:06,29,VZTVFWRZHCVVI,SEO,Safari,F,33,4120946518.89979
116931,210343,2015-06-02 17:30:07,2015-07-01 04:04:31,60,NNORLMICLOHQE,Ads,Chrome,F,35,2766473886.86811
148467,204634,2015-06-06 22:27:38,2015-06-24 18:15:44,13,YLBPNVLBKINTM,Ads,Chrome,M,20,1681415870.22907
120361,390037,2015-07-13 06:24:38,2015-08-27 01:00:41,25,OGBUKSNQNHLDS,Ads,Chrome,F,21,3694145155.68954
101913,112699,2015-02-15 15:03:12,2015-06-02 20:03:28,20,ZVVUIUBYYPARI,SEO,IE,F,26,15801633.1831492
96981,253006,2015-05-15 17:01:15,2015-07-01 20:59:26,56,RIADKENMURPFU,Ads,Safari,M,46,4247758537.2708898
125688,71636,2015-05-16 23:02:07,2015-05-26 21:32:06,103,PFDVVIJVYDCQI,Direct,Chrome,F,34,3704385846.9795103
91349,95915,2015-05-03 05:32:52,2015-05-17 11:28:12,50,TPMNHWMBRSAPN,Ads,Chrome,M,29,561901674.2228942
88549,260280,2015-07-10 01:01:11,2015-11-06 07:32:58,23,XVMRCMZCZUHQZ,Ads,Chrome,M,32,4054121560.05865
51129,375557,2015-01-17 08:25:19,2015-03-04 10:41:06,28,DFUJZHFIIHHZU,SEO,IE,M,38,2124901184.97883
87062,205502,2015-04-17 03:47:57,2015-06-11 01:48:07,49,YALSYRYLRSVAV,Ads,Chrome,M,36,3630268816.4767
86976,162836,2015-01-26 12:55:15,2015-02-16 07:54:46,48,HWPPCUUJLRAPF,SEO,IE,M,23,4027996395.0142703
111559,111535,2015-06-20 05:25:48,2015-08-08 11:46:54,22,LPCPFNXIJDMBQ,SEO,Safari,M,46,1364470111.85109
63025,81674,2015-08-09 09:49:25,2015-09-22 10:41:20,27,OQMKCNFDFLADV,Ads,FireFox,F,28,3077075936.073261
67332,64814,2015-01-14 11:18:04,2015-04-27 12:32:48,35,PBQOCKQPQIITF,Ads,IE,F,33,2931825813.49435
144968,100347,2015-04-24 00:35:03,2015-07-29 10:22:01,24,TAVWUKCOIZSYH,SEO,Chrome,M,33,1234377837.19097
107838,325934,2015-06-12 20:43:33,2015-07-11 21:17:20,14,GNWMBQWCRSKXL,Ads,Chrome,F,44,1411467749.2866304
94759,82909,2015-03-04 17:22:43,2015-03-26 17:32:54,40,APNMOYGLOAZDX,SEO,IE,M,43,1382270903.60605
74793,113454,2015-01-04 18:06:36,2015-05-03 13:33:23,18,JGINGGFIITVEP,Ads,Safari,M,40,550818477.664754
39917,373605,2015-06-23 13:17:07,2015-08-31 12:39:03,14,UBZINNKNIWLPP,SEO,FireFox,F,39,2224977895.69031
4671,9370,2015-07-05 21:52:29,2015-08-27 18:09:14,31,OJNBRLQZWQVIY,SEO,Chrome,F,27,1115928905.03856
32110,192183,2015-08-10 07:58:42,2015-08-29 05:15:23,34,BTADUWJLFHZKT,SEO,FireFox,M,30,1274252883.1378
121837,310653,2015-03-23 01:43:42,2015-04-27 16:54:53,18,ZESXLGEHDIRGL,Ads,IE,F,19,3016036994.1242
22442,247750,2015-04-02 08:58:41,2015-05-06 09:30:11,32,CKAWVYJPKVXLZ,SEO,Chrome,M,26,4187463724.32568
43396,241817,2015-01-12 19:35:45,2015-01-12 19:35:46,51,GPSULCRTWZOVM,Ads,Chrome,F,31,1945208769.31915
64188,21016,2015-03-11 00:26:31,2015-05-13 06:55:48,51,VXOTQKEEPTNCK,Ads,IE,F,59,2366024443.19011
63715,77848,2015-05-18 04:23:26,2015-08-06 08:45:55,49,RRYQQWLAUJCBC,Direct,Chrome,F,34,250434141.409867
65945,243275,2015-01-06 14:39:36,2015-02-12 21:21:01,54,VDZDZVRWMWGYZ,Ads,Safari,F,40,1626968214.3500302
84721,300323,2015-02-16 17:37:28,2015-03-13 03:08:30,43,SXXGZAALQQPFB,SEO,IE,F,37,687739612.367989
21430,111454,2015-06-23 00:05:35,2015-09-12 08:45:58,36,SYYMMXTEATGFI,Ads,Chrome,M,34,1745853945.3303301
23330,116395,2015-04-20 22:39:25,2015-06-07 00:12:32,37,OFUSMGOZZKVEW,SEO,IE,M,28,441294332.782746
133937,113834,2015-03-12 14:23:06,2015-04-02 09:23:41,30,ETGKGYHJAOLVY,SEO,Chrome,M,40,3674587144.98144
41207,71338,2015-05-12 01:18:08,2015-06-15 20:16:31,45,GZLWOTOOODDOJ,SEO,Safari,F,26,2074976199.83541
3347,50859,2015-05-02 02:50:51,2015-07-13 16:10:26,72,DWGHHSMOMODMU,Ads,Chrome,M,32,1859820363.3545802
104811,20254,2015-01-10 16:58:32,2015-01-27 05:20:03,36,XTVHAQJVJLRMZ,Ads,Chrome,M,20,2209069457.12306
146278,185486,2015-05-18 21:46:12,2015-08-25 14:07:31,67,ZMGLNKDMQKSFP,Ads,FireFox,F,23,475142677.105071
80158,74405,2015-04-07 02:27:09,2015-06-27 04:11:33,67,OJEGXWDKXYQLR,Direct,FireFox,M,27,3981749613.102821
86772,133642,2015-01-04 03:38:02,2015-01-04 03:38:03,14,IOVPBTEAMIPSI,SEO,IE,F,40,2024709105.99268
22236,7097,2015-07-05 22:00:28,2015-07-20 04:40:00,81,HLMXDTLMDNCNL,Direct,FireFox,F,41,18167914.1014966
9188,39624,2015-08-06 22:28:10,2015-10-06 15:02:06,59,ERDPSHIGTXRTO,Ads,IE,M,24,2192358612.64425
8938,335914,2015-03-14 05:13:03,2015-05-17 14:39:52,43,THZWMAHXAHIZJ,SEO,FireFox,F,25,1363365998.9229698
142098,241178,2015-01-09 07:43:16,2015-01-30 04:58:14,41,LEYBTBGETRWCT,Ads,Chrome,F,23,3161366083.5099397
3030,220699,2015-06-05 15:12:10,2015-06-28 15:30:19,45,BPNTVQZPVSYWH,Ads,IE,M,27,1635316269.1396
128805,271634,2015-07-13 09:08:52,2015-07-21 15:01:47,52,TCAULDMZNQARZ,SEO,Chrome,F,26,3336501944.66941
41177,46739,2015-08-12 23:57:18,2015-09-01 10:55:27,18,PYKLVGVLLOIXD,SEO,Chrome,F,37,417469260.715435
137562,291345,2015-05-19 08:43:08,2015-06-30 16:49:49,62,WHMEDLREZKFUB,SEO,Safari,M,32,3274932007.0833
95733,348410,2015-07-26 12:20:50,2015-08-15 06:54:58,60,SPABEGKUKLFZD,SEO,Chrome,F,28,1393220534.76419
123804,360559,2015-04-14 22:41:20,2015-05-06 04:11:59,43,RRPFJRODMDRPW,Ads,Chrome,F,35,979669228.245693
110780,341096,2015-04-14 11:46:26,2015-05-04 23:08:16,39,MNUCJEHOKPPJQ,SEO,Safari,M,38,3829027588.54561
75636,173334,2015-03-23 23:56:35,2015-05-05 21:53:29,38,EJEWRJYQSWFSG,Ads,IE,M,36,1022591239.19664
58882,122090,2015-08-06 10:32:08,2015-08-26 22:46:20,51,XSKTPDICWFKAT,Direct,IE,M,37,3027777465.39798
13932,90128,2015-02-27 06:18:35,2015-05-22 13:20:29,41,SAPWMDKYEUJFI,SEO,Safari,M,19,1868641170.0377
71736,373382,2015-06-17 13:39:14,2015-08-19 17:14:13,22,BOWQGIKWJBUNX,Ads,IE,M,30,843205712.469573
6876,201374,2015-01-29 18:47:52,2015-04-27 08:33:28,42,WKRWKNXVURYQM,Direct,FireFox,M,28,30535068.9153776
93172,520,2015-06-19 11:58:07,2015-10-05 03:57:21,38,DVDZUMQBYKZAO,Direct,IE,M,25,754630667.586913
150034,374531,2015-02-20 12:06:28,2015-05-08 15:57:15,19,AFBAFDRHMONAQ,SEO,Chrome,M,33,745668887.140608
75161,207467,2015-08-07 06:50:30,2015-08-18 15:49:44,72,JEBVWEVIYAYEW,Ads,IE,M,26,1162282580.27912
111074,216113,2015-05-24 04:12:51,2015-06-17 15:07:01,83,VJDIGYRJWAIIE,Direct,Chrome,M,36,269718478.314151
44303,142569,2015-02-19 06:42:58,2015-03-26 20:21:18,38,RVKBMTTJESYUS,SEO,Chrome,M,43,3487485706.87752
127891,300491,2015-08-15 20:50:57,2015-11-22 01:02:40,51,YDSDILGOBVCWO,SEO,Chrome,F,42,2311990803.30254
140132,394752,2015-02-11 02:25:58,2015-02-18 22:29:31,49,ELVAYMHNNLYQQ,Ads,Opera,M,31,3081053165.30167
109529,395447,2015-07-01 18:57:18,2015-08-07 11:52:25,21,YTFQZPUOPGDSA,SEO,Safari,M,39,539761060.92539
24016,317133,2015-03-17 16:00:48,2015-07-11 20:57:56,37,BZRGXTRYZROEK,Direct,Safari,F,39,996963103.5477619
49856,188475,2015-03-23 20:48:45,2015-05-28 06:40:46,55,GOOXXVWJNPTYI,SEO,Safari,M,24,814325325.9702411
540,186689,2015-08-04 20:49:35,2015-10-17 16:04:13,38,MDUPHHKYIMKRN,Ads,Chrome,M,37,3726624008.3097796
29735,32134,2015-08-06 04:36:00,2015-09-30 19:15:18,23,BFMCCJIUJVHSN,Direct,Safari,F,30,2536365359.8969197
29405,192418,2015-02-15 18:18:21,2015-04-29 19:58:20,39,AAXWKVBISBGWI,SEO,FireFox,F,36,2324876105.78226
116961,32477,2015-06-17 13:50:50,2015-07-28 17:23:57,49,FZTWMFSMCPIHF,Ads,Chrome,F,25,826473336.669986
58034,318361,2015-02-01 05:49:07,2015-05-25 04:17:19,44,EWHIHXJRWSHRY,SEO,Chrome,M,25,1360657461.99455
106377,195567,2015-04-10 04:27:08,2015-04-25 16:55:55,41,VEOWYWDXZUWVZ,Direct,Safari,F,40,2161856482.29304
11977,318620,2015-05-31 10:17:48,2015-08-12 13:46:56,37,FDETXXFSGNYOY,SEO,IE,M,30,473905890.85457
16756,246565,2015-04-25 10:55:36,2015-04-27 23:50:28,33,OGNOETZECXQZG,Ads,Chrome,F,34,1099893256.9802198
109034,31144,2015-07-12 23:32:54,2015-07-28 03:04:03,29,XXKVFDISVHDEG,Ads,FireFox,M,23,51962087.4965682
84186,234930,2015-08-12 23:27:32,2015-09-17 08:43:22,51,EEPDRVLGHLHMY,SEO,IE,F,33,4013265511.7516704
16109,191441,2015-05-14 22:45:10,2015-08-28 14:44:52,74,RGFJAHKVOZJSF,SEO,Chrome,M,21,3527934754.65501
95339,256791,2015-02-08 19:29:43,2015-04-02 12:59:42,19,YTRXJYXMTNLRM,Ads,FireFox,M,25,397568473.636496
74157,33830,2015-04-02 18:34:02,2015-06-15 16:17:01,53,IREFVGDXPZYAV,SEO,Safari,F,50,494016856.390238
60852,197362,2015-01-27 20:56:29,2015-03-13 10:11:09,46,ISHVTMAJZPIMA,SEO,FireFox,M,33,1951942021.66927
